#n.of samples
100
#n	sample
1	-106.36596 
2	 480.90820 
3	 -70.89843 
4	 523.82812 
5	  85.62011 
6	-412.88452 
7	  70.58715 
8	-144.68994 
9	 267.55371 
10	 -53.54003 
11	 327.74047 
12	 550.76293 
13	-359.45434 
14	-156.62841 
15	 215.22216 
16	 576.48925 
17	-119.98901 
18	-162.10327 
19	-573.70605 
20	 269.82421 
21	-236.71875 
22	-265.41137 
23	-514.89257 
24	-538.38500 
25	-312.06665 
26	 269.67773 
27	-390.25268 
28	 135.75439 
29	-459.77783 
30	 359.56420 
31	 156.90307 
32	 166.02172 
33	-508.44726 
34	  90.98510 
35	  -9.35668 
36	-501.70898 
37	  89.50195 
38	  56.01196 
39	 565.92407 
40	-346.92993 
41	-297.08862 
42	 159.30175 
43	 349.16381 
44	 166.13159 
45	-480.02929 
46	 142.08984 
47	-124.09057 
48	 302.54516 
49	-197.07641 
50	-565.61279 
51	-171.91772 
52	 303.57055 
53	 459.37500 
54	-212.42065 
55	-227.74658 
56	-179.71801 
57	  14.35546 
58	 558.43505 
59	-102.88696 
60	-316.13159 
61	 587.58544 
62	 459.30175 
63	-453.99169 
64	-596.37451 
65	-289.14184 
66	 245.63598 
67	  83.34960 
68	-465.36254 
69	-213.15307 
70	-366.50390 
71	 258.96606 
72	 207.18383 
73	  44.89746 
74	 547.32055 
75	 -57.65991 
76	  62.69531 
77	-533.45947 
78	 455.45654 
79	  38.10424 
80	-258.89282 
81	 284.58251 
82	-208.02612 
83	-253.94897 
84	 500.61035 
85	  -9.99755 
86	-106.86035 
87	  -8.23974 
88	 472.79663 
89	-447.91259 
90	 188.54370 
91	-521.57592 
92	-341.67480 
93	 580.07812 
94	 156.06079 
95	 -59.65576 
96	 -89.52026 
97	 289.34326 
98	-581.48803 
99	 596.81396 
100	 347.40600 
e
