7.000000 3.000000
6.999238 3.087262
6.996954 3.174497
6.993148 3.261680
6.987820 3.348782
6.980973 3.435779
6.972609 3.522642
6.962731 3.609347
6.951340 3.695866
6.938442 3.782172
6.924039 3.868241
6.908136 3.954045
6.890738 4.039558
6.871850 4.124755
6.851479 4.209609
6.829629 4.294095
6.806308 4.378187
6.781524 4.461859
6.755283 4.545085
6.727593 4.627841
6.698463 4.710101
6.667902 4.791840
6.635919 4.873033
6.602524 4.953656
6.567727 5.033683
6.531539 5.113091
6.493970 5.191856
6.455033 5.269952
6.414738 5.347358
6.373099 5.424048
6.330127 5.500000
6.285837 5.575190
6.240240 5.649596
6.193353 5.723195
6.145188 5.795965
6.095760 5.867882
6.045085 5.938926
5.993178 6.009075
5.940054 6.078307
5.885730 6.146602
5.830222 6.213938
5.773548 6.280295
5.715724 6.345653
5.656769 6.409992
5.596699 6.473292
5.535534 6.535534
5.473292 6.596699
5.409992 6.656769
5.345653 6.715724
5.280295 6.773548
5.213938 6.830222
5.146602 6.885730
5.078307 6.940054
5.009075 6.993178
4.938926 7.045085
4.867882 7.095760
4.795965 7.145188
4.723195 7.193353
4.649596 7.240240
4.575190 7.285837
4.500000 7.330127
4.424048 7.373099
4.347358 7.414738
4.269952 7.455033
4.191856 7.493970
4.113091 7.531539
4.033683 7.567727
3.953656 7.602524
3.873033 7.635919
3.791840 7.667902
3.710101 7.698463
3.627841 7.727593
3.545085 7.755283
3.461859 7.781524
3.378187 7.806308
3.294095 7.829629
3.209609 7.851479
3.124755 7.871850
3.039558 7.890738
2.954045 7.908136
2.868241 7.924039
2.782172 7.938442
2.695866 7.951340
2.609347 7.962731
2.522642 7.972609
2.435779 7.980973
2.348782 7.987820
2.261680 7.993148
2.174497 7.996954
2.087262 7.999238
2.000000 8.000000
1.912738 7.999238
1.825503 7.996954
1.738320 7.993148
1.651218 7.987820
1.564221 7.980973
1.477358 7.972609
1.390653 7.962731
1.304134 7.951340
1.217828 7.938442
1.131759 7.924039
1.045955 7.908136
0.960442 7.890738
0.875245 7.871850
0.790391 7.851479
0.705905 7.829629
0.621813 7.806308
0.538141 7.781524
0.454915 7.755283
0.372159 7.727593
0.289899 7.698463
0.208160 7.667902
0.126967 7.635919
0.046344 7.602524
-0.033683 7.567727
-0.113091 7.531539
-0.191856 7.493970
-0.269952 7.455033
-0.347358 7.414738
-0.424048 7.373099
-0.500000 7.330127
-0.575190 7.285837
-0.649596 7.240240
-0.723195 7.193353
-0.795965 7.145188
-0.867882 7.095760
-0.938926 7.045085
-1.009075 6.993178
-1.078307 6.940054
-1.146602 6.885730
-1.213938 6.830222
-1.280295 6.773548
-1.345653 6.715724
-1.409992 6.656769
-1.473292 6.596699
-1.535534 6.535534
-1.596699 6.473292
-1.656769 6.409992
-1.715724 6.345653
-1.773548 6.280295
-1.830222 6.213938
-1.885730 6.146602
-1.940054 6.078307
-1.993178 6.009075
-2.045085 5.938926
-2.095760 5.867882
-2.145188 5.795965
-2.193353 5.723195
-2.240240 5.649596
-2.285837 5.575190
-2.330127 5.500000
-2.373099 5.424048
-2.414738 5.347358
-2.455033 5.269952
-2.493970 5.191856
-2.531539 5.113091
-2.567727 5.033683
-2.602524 4.953656
-2.635919 4.873033
-2.667902 4.791840
-2.698463 4.710101
-2.727593 4.627841
-2.755283 4.545085
-2.781524 4.461859
-2.806308 4.378187
-2.829629 4.294095
-2.851479 4.209609
-2.871850 4.124755
-2.890738 4.039558
-2.908136 3.954045
-2.924039 3.868241
-2.938442 3.782172
-2.951340 3.695866
-2.962731 3.609347
-2.972609 3.522642
-2.980973 3.435779
-2.987820 3.348782
-2.993148 3.261680
-2.996954 3.174497
-2.999238 3.087262
-3.000000 3.000000
-2.999238 2.912738
-2.996954 2.825503
-2.993148 2.738320
-2.987820 2.651218
-2.980973 2.564221
-2.972609 2.477358
-2.962731 2.390653
-2.951340 2.304134
-2.938442 2.217828
-2.924039 2.131759
-2.908136 2.045955
-2.890738 1.960442
-2.871850 1.875245
-2.851479 1.790391
-2.829629 1.705905
-2.806308 1.621813
-2.781524 1.538141
-2.755283 1.454915
-2.727593 1.372159
-2.698463 1.289899
-2.667902 1.208160
-2.635919 1.126967
-2.602524 1.046344
-2.567727 0.966317
-2.531539 0.886909
-2.493970 0.808144
-2.455033 0.730048
-2.414738 0.652642
-2.373099 0.575952
-2.330127 0.500000
-2.285837 0.424810
-2.240240 0.350404
-2.193353 0.276805
-2.145188 0.204035
-2.095760 0.132118
-2.045085 0.061074
-1.993178 -0.009075
-1.940054 -0.078307
-1.885730 -0.146602
-1.830222 -0.213938
-1.773548 -0.280295
-1.715724 -0.345653
-1.656769 -0.409992
-1.596699 -0.473292
-1.535534 -0.535534
-1.473292 -0.596699
-1.409992 -0.656769
-1.345653 -0.715724
-1.280295 -0.773548
-1.213938 -0.830222
-1.146602 -0.885730
-1.078307 -0.940054
-1.009075 -0.993178
-0.938926 -1.045085
-0.867882 -1.095760
-0.795965 -1.145188
-0.723195 -1.193353
-0.649596 -1.240240
-0.575190 -1.285837
-0.500000 -1.330127
-0.424048 -1.373099
-0.347358 -1.414738
-0.269952 -1.455033
-0.191856 -1.493970
-0.113091 -1.531539
-0.033683 -1.567727
0.046344 -1.602524
0.126967 -1.635919
0.208160 -1.667902
0.289899 -1.698463
0.372159 -1.727593
0.454915 -1.755283
0.538141 -1.781524
0.621813 -1.806308
0.705905 -1.829629
0.790391 -1.851479
0.875245 -1.871850
0.960442 -1.890738
1.045955 -1.908136
1.131759 -1.924039
1.217828 -1.938442
1.304134 -1.951340
1.390653 -1.962731
1.477358 -1.972609
1.564221 -1.980973
1.651218 -1.987820
1.738320 -1.993148
1.825503 -1.996954
1.912738 -1.999238
2.000000 -2.000000
2.087262 -1.999238
2.174497 -1.996954
2.261680 -1.993148
2.348782 -1.987820
2.435779 -1.980973
2.522642 -1.972609
2.609347 -1.962731
2.695866 -1.951340
2.782172 -1.938442
2.868241 -1.924039
2.954045 -1.908136
3.039558 -1.890738
3.124755 -1.871850
3.209609 -1.851479
3.294095 -1.829629
3.378187 -1.806308
3.461859 -1.781524
3.545085 -1.755283
3.627841 -1.727593
3.710101 -1.698463
3.791840 -1.667902
3.873033 -1.635919
3.953656 -1.602524
4.033683 -1.567727
4.113091 -1.531539
4.191856 -1.493970
4.269952 -1.455033
4.347358 -1.414738
4.424048 -1.373099
4.500000 -1.330127
4.575190 -1.285837
4.649596 -1.240240
4.723195 -1.193353
4.795965 -1.145188
4.867882 -1.095760
4.938926 -1.045085
5.009075 -0.993178
5.078307 -0.940054
5.146602 -0.885730
5.213938 -0.830222
5.280295 -0.773548
5.345653 -0.715724
5.409992 -0.656769
5.473292 -0.596699
5.535534 -0.535534
5.596699 -0.473292
5.656769 -0.409992
5.715724 -0.345653
5.773548 -0.280295
5.830222 -0.213938
5.885730 -0.146602
5.940054 -0.078307
5.993178 -0.009075
6.045085 0.061074
6.095760 0.132118
6.145188 0.204035
6.193353 0.276805
6.240240 0.350404
6.285837 0.424810
6.330127 0.500000
6.373099 0.575952
6.414738 0.652642
6.455033 0.730048
6.493970 0.808144
6.531539 0.886909
6.567727 0.966317
6.602524 1.046344
6.635919 1.126967
6.667902 1.208160
6.698463 1.289899
6.727593 1.372159
6.755283 1.454915
6.781524 1.538141
6.806308 1.621813
6.829629 1.705905
6.851479 1.790391
6.871850 1.875245
6.890738 1.960442
6.908136 2.045955
6.924039 2.131759
6.938442 2.217828
6.951340 2.304134
6.962731 2.390653
6.972609 2.477358
6.980973 2.564221
6.987820 2.651218
6.993148 2.738320
6.996954 2.825503
6.999238 2.912738
7.000000 3.000000
